country,field,year,num_patent_granted,complete
Denmark,Life Sciences,2020,2,False
Luxembourg,Life Sciences,2020,0,False
United Kingdom,Life Sciences,2023,8,False
Germany,Life Sciences,2023,19,False
Slovakia,Personal Devices and Computing,2021,0,False
Hungary,Personal Devices and Computing,2020,2,False
Greece,Personal Devices and Computing,2023,5,False
United Kingdom,Personal Devices and Computing,2024,2,False
Peru,Personal Devices and Computing,2022,1,False
Slovenia,Personal Devices and Computing,2023,0,False
Finland,Personal Devices and Computing,2016,4,True
Brazil,Personal Devices and Computing,2019,60,True
Brazil,Personal Devices and Computing,2021,15,False
Spain,Personal Devices and Computing,2021,9,False
New Zealand,Personal Devices and Computing,2020,3,False
Luxembourg,Physical Sciences and Engineering,2018,1,True
Hungary,Physical Sciences and Engineering,2020,0,False
Russia,Physical Sciences and Engineering,2019,8,True
Argentina,Physical Sciences and Engineering,2020,1,False
Canada,Physical Sciences and Engineering,2018,51,True
Bulgaria,Physical Sciences and Engineering,2022,0,False
Denmark,Security,2021,0,False
Russia,Security,2021,3,False
Singapore,Security,2021,1,False
World Intellectual Property Organization (WIPO),Security,2019,8,True
South Africa,Security,2017,0,True
South Africa,Security,2022,0,False
South Africa,Security,2023,0,False
China (mainland),Security,2024,2043,False
Israel,Security,2021,2,False
Netherlands,Telecommunications,2022,6,False
Netherlands,Telecommunications,2023,5,False
European Patent Organization,Telecommunications,2022,88,False
Ukraine,Telecommunications,2016,0,True
Ukraine,Telecommunications,2017,0,True
United Kingdom,Telecommunications,2023,14,False
Norway,Telecommunications,2022,1,False
Finland,Telecommunications,2017,7,True
Saudi Arabia,Transportation,2023,0,False
Ukraine,Transportation,2016,0,True
European Patent Organization,Transportation,2017,32,True
Ireland,Transportation,2016,0,True
Finland,Agriculture,2021,0,False
Netherlands,Agriculture,2023,1,False
China (mainland),Agriculture,2020,451,False
China (mainland),Agriculture,2025,25,False
Kenya,Agriculture,2016,0,True
Peru,All,2020,8,False
Netherlands,All,2020,19,False
Sweden,All,2016,11,True
Ukraine,All,2019,2,True
Austria,All,2020,11,False
Turkey,All,2020,1,False
Poland,All,2018,25,True
Belgium,All,2023,3,False
South Africa,Banking and Finance,2016,0,True
Norway,Banking and Finance,2021,0,False
Colombia,Banking and Finance,2019,0,True
Bulgaria,Banking and Finance,2021,0,False
Spain,Banking and Finance,2016,0,True
Japan,Banking and Finance,2019,88,True
Philippines,Banking and Finance,2019,2,True
Sweden,Banking and Finance,2021,1,False
Portugal,Banking and Finance,2019,0,True
Italy,Business,2020,2,False
Austria,Business,2020,2,False
Portugal,Business,2019,0,True
Lithuania,Business,2018,0,True
Denmark,Business,2016,1,True
Denmark,Business,2023,0,False
World Intellectual Property Organization (WIPO),Business,2017,2,True
European Patent Organization,Business,2022,16,False
France,Business,2016,1,True
Germany,Business,2021,10,False
Germany,Business,2022,19,False
Poland,Energy Management,2019,1,True
Chile,Energy Management,2018,0,True
Portugal,Energy Management,2016,0,True
Hungary,Energy Management,2020,2,False
Turkey,Energy Management,2020,0,False
Greece,Energy Management,2024,0,False
Belgium,Energy Management,2019,0,True
Netherlands,Industry and Manufacturing,2021,5,False
Netherlands,Industry and Manufacturing,2024,0,False
United Kingdom,Industry and Manufacturing,2018,20,True
Eurasian Patent Organization,Industry and Manufacturing,2018,0,True
Peru,Industry and Manufacturing,2019,0,True
Luxembourg,Industry and Manufacturing,2016,0,True
Luxembourg,Industry and Manufacturing,2024,0,False
Argentina,Industry and Manufacturing,2019,0,True
Bulgaria,Industry and Manufacturing,2023,0,False
Philippines,Industry and Manufacturing,2019,2,True
Philippines,Industry and Manufacturing,2021,0,False
Czechia,Industry and Manufacturing,2017,0,True
Czechia,Industry and Manufacturing,2021,0,False
Brazil,Industry and Manufacturing,2021,8,False
South Africa,Industry and Manufacturing,2018,0,True
Slovenia,Industry and Manufacturing,2023,0,False
United States,Industry and Manufacturing,2019,498,True
Brazil,Life Sciences,2018,38,True
European Patent Organization,Life Sciences,2022,65,False
Morocco,Life Sciences,2019,1,True
Denmark,Life Sciences,2023,1,False
India,Personal Devices and Computing,2017,138,True
Hungary,Personal Devices and Computing,2022,3,False
Switzerland,Personal Devices and Computing,2021,0,False
United Kingdom,Personal Devices and Computing,2023,13,False
Belgium,Personal Devices and Computing,2022,1,False
Malaysia,Personal Devices and Computing,2016,4,True
Malaysia,Personal Devices and Computing,2021,1,False
Czechia,Personal Devices and Computing,2019,0,True
Israel,Personal Devices and Computing,2016,2,True
France,Personal Devices and Computing,2022,28,False
Australia,Personal Devices and Computing,2021,354,False
Philippines,Physical Sciences and Engineering,2023,0,False
India,Physical Sciences and Engineering,2019,0,True
Mexico,Physical Sciences and Engineering,2020,7,False
Saudi Arabia,Physical Sciences and Engineering,2023,0,False
China (mainland),Physical Sciences and Engineering,2016,130,True
Morocco,Security,2017,0,True
Romania,Security,2022,0,False
Canada,Security,2022,11,False
Italy,Security,2020,1,False
Finland,Security,2018,2,True
South Africa,Security,2024,0,False
Turkey,Security,2018,0,True
Peru,Telecommunications,2019,1,True
South Korea,Telecommunications,2019,1057,True
Greece,Telecommunications,2016,0,True
Greece,Telecommunications,2024,1,False
Hungary,Telecommunications,2021,2,False
Hungary,Transportation,2020,2,False
Tunisia,Transportation,2021,0,False
Netherlands,Transportation,2023,2,False
Lithuania,Transportation,2022,0,False
Portugal,Transportation,2016,1,True
Germany,Transportation,2016,93,True
Morocco,Transportation,2019,0,True
Switzerland,Transportation,2021,0,False
Israel,Transportation,2017,5,True
Slovenia,Agriculture,2016,0,True
Switzerland,Agriculture,2016,0,True
Greece,Agriculture,2023,0,False
Indonesia,Agriculture,2016,0,True
South Korea,Agriculture,2019,75,True
Spain,Agriculture,2018,7,True
Turkey,Agriculture,2016,0,True
Turkey,Agriculture,2017,0,True
World Intellectual Property Organization (WIPO),All,2017,11,True
Singapore,All,2019,112,True
Lithuania,All,2018,9,True
Ireland,All,2018,1,True
Taiwan,All,2020,539,False
Poland,All,2022,9,False
Belgium,All,2020,6,False
Belgium,All,2021,7,False
Saudi Arabia,Banking and Finance,2023,0,False
Belgium,Banking and Finance,2023,0,False
Australia,Banking and Finance,2023,1,False
France,Banking and Finance,2017,3,True
Romania,Banking and Finance,2017,0,True
Mexico,Banking and Finance,2020,4,False
China (mainland),Banking and Finance,2020,797,False
Italy,Banking and Finance,2022,0,False
Bulgaria,Banking and Finance,2018,0,True
Switzerland,Banking and Finance,2022,0,False
Spain,Banking and Finance,2021,1,False
Poland,Banking and Finance,2018,0,True
Israel,Banking and Finance,2019,0,True
Israel,Banking and Finance,2023,0,False
Peru,Banking and Finance,2021,1,False
Netherlands,Business,2020,2,False
South Korea,Business,2019,822,True
Mexico,Business,2022,0,False
Ireland,Business,2022,0,False
Poland,Business,2023,0,False
Peru,Business,2022,1,False
Czechia,Business,2022,0,False
Germany,Business,2018,31,True
China (mainland),Energy Management,2023,2238,False
Japan,Energy Management,2018,108,True
Portugal,Energy Management,2022,0,False
Argentina,Energy Management,2018,0,True
Argentina,Energy Management,2020,0,False
Finland,Energy Management,2019,1,True
Finland,Energy Management,2023,0,False
United States,Energy Management,2018,223,True
Luxembourg,Energy Management,2016,0,True
Belgium,Energy Management,2018,0,True
Croatia,Energy Management,2019,0,True
New Zealand,Industry and Manufacturing,2021,0,False
Greece,Industry and Manufacturing,2017,1,True
European Patent Organization,Industry and Manufacturing,2017,16,True
Japan,Industry and Manufacturing,2024,2,False
Spain,Industry and Manufacturing,2024,0,False
Mexico,Industry and Manufacturing,2019,12,True
Austria,Industry and Manufacturing,2023,1,False
Portugal,Industry and Manufacturing,2017,1,True
Bulgaria,Industry and Manufacturing,2022,0,False
Australia,Industry and Manufacturing,2019,25,True
Singapore,Industry and Manufacturing,2016,2,True
Canada,Industry and Manufacturing,2022,5,False
International Bureau of WIPO,Life Sciences,2017,4,True
Eurasian Patent Organization,Life Sciences,2017,2,True
Bulgaria,Life Sciences,2021,0,False
Malaysia,Life Sciences,2019,5,True
World Intellectual Property Organization (WIPO),Life Sciences,2022,7,False
Poland,Personal Devices and Computing,2020,7,False
France,Personal Devices and Computing,2016,22,True
Philippines,Physical Sciences and Engineering,2017,0,True
Romania,Physical Sciences and Engineering,2016,0,True
San Marino,Physical Sciences and Engineering,2020,0,False
Poland,Physical Sciences and Engineering,2023,0,False
Morocco,Physical Sciences and Engineering,2021,0,False
Singapore,Physical Sciences and Engineering,2017,4,True
Greece,Physical Sciences and Engineering,2023,0,False
Canada,Physical Sciences and Engineering,2023,0,False
Bulgaria,Physical Sciences and Engineering,2024,0,False
Malaysia,Security,2018,3,True
Morocco,Security,2016,1,True
Netherlands,Security,2018,1,True
South Korea,Security,2022,324,False
Peru,Security,2017,0,True
Czechia,Security,2021,0,False
Russia,Security,2020,17,False
Finland,Security,2022,1,False
Spain,Security,2021,3,False
Switzerland,Security,2016,1,True
Switzerland,Security,2019,0,True
Denmark,Telecommunications,2019,7,True
Spain,Telecommunications,2019,27,True
Singapore,Telecommunications,2016,12,True
Luxembourg,Telecommunications,2021,4,False
Peru,Telecommunications,2023,0,False
Poland,Telecommunications,2023,0,False
Slovenia,Telecommunications,2023,0,False
South Africa,Telecommunications,2024,0,False
South Korea,Telecommunications,2022,721,False
Lithuania,Transportation,2018,0,True
Germany,Transportation,2018,163,True
Morocco,Transportation,2021,0,False
Spain,Transportation,2022,0,False
Argentina,Transportation,2017,0,True
New Zealand,Transportation,2018,0,True
Israel,Agriculture,2023,0,False
Greece,Agriculture,2017,0,True
Russia,Agriculture,2021,0,False
Luxembourg,Agriculture,2017,0,True
Mexico,All,2021,49,False
Canada,All,2019,545,True
South Africa,All,2017,3,True
Bulgaria,All,2022,2,False
Czechia,All,2022,2,False
Cuba,All,2020,1,False
Colombia,All,2019,1,True
Austria,All,2017,10,True
Switzerland,All,2022,2,False
Brazil,All,2018,123,True
Ukraine,Banking and Finance,2021,0,False
World Intellectual Property Organization (WIPO),Banking and Finance,2024,0,False
Czechia,Banking and Finance,2023,0,False
Lithuania,Banking and Finance,2022,0,False
Luxembourg,Banking and Finance,2025,0,False
Switzerland,Banking and Finance,2020,0,False
United Kingdom,Banking and Finance,2018,14,True
Croatia,Banking and Finance,2018,0,True
Malaysia,Banking and Finance,2016,0,True
New Zealand,Banking and Finance,2021,0,False
Sweden,Banking and Finance,2016,3,True
Singapore,Business,2018,17,True
Canada,Business,2019,77,True
China (mainland),Business,2017,688,True
China (mainland),Business,2023,3061,False
Russia,Business,2017,19,True
Belgium,Business,2018,1,True
Serbia,Business,2020,0,False
South Africa,Business,2023,0,False
Germany,Business,2016,18,True
Netherlands,Energy Management,2016,0,True
United Kingdom,Energy Management,2018,8,True
Peru,Energy Management,2020,1,False
Australia,Energy Management,2022,3,False
Germany,Energy Management,2018,13,True
Slovenia,Energy Management,2019,0,True
Morocco,Energy Management,2017,0,True
Norway,Energy Management,2018,0,True
Czechia,Energy Management,2019,0,True
Belgium,Energy Management,2016,1,True
Ukraine,Industry and Manufacturing,2016,0,True
United Kingdom,Industry and Manufacturing,2023,3,False
Mexico,Industry and Manufacturing,2017,9,True
Austria,Industry and Manufacturing,2016,0,True
Portugal,Industry and Manufacturing,2022,0,False
Poland,Industry and Manufacturing,2020,6,False
Argentina,Industry and Manufacturing,2020,0,False
Argentina,Industry and Manufacturing,2022,0,False
Australia,Industry and Manufacturing,2024,0,False
Singapore,Industry and Manufacturing,2020,0,False
Slovenia,Industry and Manufacturing,2016,0,True
Spain,Life Sciences,2020,25,False
India,Life Sciences,2020,0,False
India,Life Sciences,2021,1,False
Sweden,Life Sciences,2020,4,False
Bulgaria,Life Sciences,2017,0,True
Russia,Life Sciences,2019,8,True
Romania,Life Sciences,2017,0,True
Singapore,Life Sciences,2017,24,True
China (mainland),Life Sciences,2018,1035,True
Denmark,Personal Devices and Computing,2018,9,True
India,Personal Devices and Computing,2021,0,False
Slovenia,Personal Devices and Computing,2022,0,False
World Intellectual Property Organization (WIPO),Personal Devices and Computing,2017,7,True
Poland,Personal Devices and Computing,2016,4,True
Taiwan,Personal Devices and Computing,2018,109,True
Russia,Personal Devices and Computing,2018,95,True
Luxembourg,Physical Sciences and Engineering,2023,3,False
Switzerland,Physical Sciences and Engineering,2022,0,False
Romania,Physical Sciences and Engineering,2023,0,False
Australia,Physical Sciences and Engineering,2024,0,False
Greece,Physical Sciences and Engineering,2024,0,False
Philippines,Security,2021,0,False
New Zealand,Security,2022,0,False
Ukraine,Security,2024,0,False
Romania,Security,2017,0,True
International Bureau of WIPO,Security,2016,0,True
South Korea,Security,2019,344,True
European Patent Organization,Security,2018,20,True
European Patent Organization,Security,2020,32,False
United States,Security,2023,113,False
Denmark,Telecommunications,2023,0,False
Switzerland,Telecommunications,2022,0,False
Philippines,Telecommunications,2019,1,True
Morocco,Telecommunications,2020,1,False
Ukraine,Telecommunications,2019,0,True
South Africa,Telecommunications,2018,0,True
Norway,Telecommunications,2023,0,False
Tunisia,Telecommunications,2021,1,False
Germany,Telecommunications,2022,48,False
Taiwan,Transportation,2023,5,False
Italy,Transportation,2021,3,False
United Kingdom,Transportation,2024,0,False
Morocco,Transportation,2022,0,False
Peru,Transportation,2022,0,False
Peru,Transportation,2023,0,False
