country,field,year,estimated_investment,complete
Azerbaijan,All,2025,0,True
Kenya,All,2021,29,True
Australia,All,2016,107,True
Sri Lanka,All,2022,0,True
France,Biotechnology,2018,2,True
Sweden,Biotechnology,2024,1,True
Mexico,Biotechnology,2016,2,True
Italy,Biotechnology,2023,3,True
Netherlands,Biotechnology,2019,2,True
Thailand,Biotechnology,2023,2,True
Israel,Biotechnology,2019,1,True
Hungary,Biotechnology,2023,6,True
Brazil,Community and Lifestyle,2025,1,True
Israel,Community and Lifestyle,2026,300,False
Ireland,Community and Lifestyle,2024,26,True
Portugal,Community and Lifestyle,2021,0,True
Germany,Community and Lifestyle,2020,7,True
United Kingdom,Community and Lifestyle,2016,20,True
Cyprus,Community and Lifestyle,2024,1,True
United States,Community and Lifestyle,2025,2684,True
Switzerland,Computer Vision,2016,2,True
China (mainland),Computer Vision,2025,426,True
Austria,Computer Vision,2020,1,True
Israel,Computer Vision,2018,53,True
Lithuania,Computer Vision,2019,1,True
Hungary,Consumer goods,2017,0,True
Singapore,Consumer goods,2024,1388,True
Sri Lanka,Consumer goods,2024,1,True
China (mainland),Consumer goods,2025,686,True
New Zealand,Consumer goods,2021,1,True
Turkey,Consumer goods,2022,11,True
Mexico,Consumer goods,2022,2,True
Colombia,Consumer goods,2023,3,True
India,Consumer goods,2016,6,True
Greece,Cyber Security,2025,3,True
Norway,Data and analytics,2019,51,True
Norway,Data and analytics,2025,148,True
Serbia,Data and analytics,2024,46,True
United Kingdom,Data and analytics,2020,2118,True
Australia,Data and analytics,2020,228,True
Portugal,Data and analytics,2022,107,True
United States,Data and analytics,2016,11686,True
Uruguay,Data and analytics,2025,3,True
Indonesia,Data and analytics,2019,13,True
Belgium,Data and analytics,2023,617,True
Sri Lanka,Data and analytics,2023,4,True
Sweden,Data and analytics,2021,10234,True
Argentina,Data and analytics,2021,6,True
Hungary,Data and analytics,2016,3,True
Hungary,Data and analytics,2020,5,True
Russia,Data and analytics,2023,117,True
Ukraine,Education,2020,0,True
Austria,Education,2021,0,True
Austria,Education,2024,2,True
Turkey,Education,2025,1,True
Netherlands,Education,2025,0,True
Bangladesh,Education,2021,0,True
Bangladesh,Education,2022,2,True
Singapore,Education,2020,0,True
Kenya,Education,2019,1,True
Philippines,Education,2024,31,True
Ireland,Energy and natural resources,2025,5,True
Brazil,Energy and natural resources,2019,1,True
France,Energy and natural resources,2016,80,True
Lithuania,Energy and natural resources,2019,0,True
India,Energy and natural resources,2020,15,True
China (mainland),Energy and natural resources,2017,9,True
Mexico,Energy and natural resources,2024,0,True
Turkey,Energy and natural resources,2025,1,True
Luxembourg,Facial Recognition,2016,0,True
Egypt,Finance,2025,0,True
Iceland,Finance,2022,4,True
Seychelles,Finance,2016,0,True
Taiwan,Finance,2025,2,True
Ukraine,Finance,2022,0,True
Kenya,Finance,2023,7,True
Malaysia,Finance,2023,0,True
Brazil,Finance,2019,23,True
Chile,Finance,2020,0,True
Poland,Finance,2017,27,True
Switzerland,Finance,2019,3,True
Chile,Gaming,2017,1,True
Sri Lanka,Gaming,2017,2,True
Germany,Gaming,2021,1,True
South Korea,Gaming,2018,1,True
Jordan,General purpose,2019,0,True
Jordan,General purpose,2021,0,True
Saudi Arabia,General purpose,2017,4,True
Saudi Arabia,General purpose,2018,1,True
Bosnia and Herzegovina,General purpose,2020,0,True
Austria,General purpose,2018,30,True
Chile,General purpose,2025,98,True
Indonesia,General purpose,2025,3,True
Mexico,General purpose,2020,6,True
China (mainland),General purpose,2016,3978,True
Canada,General purpose,2016,187,True
Lithuania,General purpose,2020,1,True
Australia,General purpose,2026,5324,False
United States,General purpose,2016,8622,True
Malaysia,General purpose,2016,2,True
Bulgaria,General purpose,2017,1,True
United Arab Emirates,General purpose,2023,269,True
Kazakhstan,General purpose,2021,1,True
South Africa,General purpose,2017,6,True
Portugal,General purpose,2020,11,True
Slovenia,General purpose,2017,0,True
Canada,Hardware,2020,360,True
Canada,Hardware,2023,225,True
Netherlands,Hardware,2023,381,True
Australia,Hardware,2020,54,True
New Zealand,Hardware,2017,0,True
New Zealand,Hardware,2024,0,True
China (mainland),Hardware,2018,1595,True
Greece,Hardware,2024,59,True
Sweden,Hardware,2017,9,True
Chile,Hardware,2021,1,True
Ireland,Hardware,2016,6,True
Austria,Hardware,2019,20,True
South Korea,Healthcare and Life Sciences,2017,4,True
Czechia,Healthcare and Life Sciences,2020,2,True
Finland,Healthcare and Life Sciences,2021,20,True
Canada,Healthcare and Life Sciences,2022,2994,True
Turkey,Healthcare and Life Sciences,2017,0,True
Turkey,Healthcare and Life Sciences,2025,6,True
Sri Lanka,Information Technology,2017,2,True
Tunisia,Information Technology,2024,2,True
Ireland,Information Technology,2020,29,True
Estonia,Information Technology,2022,43,True
Estonia,Information Technology,2024,12,True
Cyprus,Information Technology,2022,0,True
South Korea,Information Technology,2020,375,True
South Korea,Information Technology,2021,2097,True
Singapore,Information Technology,2021,414,True
Turkey,Information Technology,2017,0,True
Czechia,Information Technology,2016,2,True
Netherlands,Information Technology,2016,582,True
Thailand,Lending and Investments,2016,0,True
Brazil,Lending and Investments,2019,15,True
China (mainland),Lending and Investments,2020,53,True
United Kingdom,Lending and Investments,2023,123,True
Poland,Lending and Investments,2019,0,True
Germany,Lending and Investments,2017,120,True
Iceland,Manufacturing,2023,5,True
Ecuador,Manufacturing,2021,0,True
Japan,Manufacturing,2025,99,True
Austria,Manufacturing,2018,0,True
Israel,Manufacturing,2017,11,True
Switzerland,Manufacturing,2024,182,True
New Zealand,Manufacturing,2020,0,True
Estonia,Manufacturing,2021,0,True
Vietnam,Media and Entertainment,2022,0,True
Ireland,Media and Entertainment,2018,64,True
Switzerland,Media and Entertainment,2021,116,True
India,"Military, public safety and government",2021,0,True
United States,"Military, public safety and government",2021,2212,True
United States,"Military, public safety and government",2023,1876,True
South Korea,"Military, public safety and government",2020,9,True
Brazil,"Military, public safety and government",2019,0,True
Brazil,"Military, public safety and government",2024,3,True
Norway,"Military, public safety and government",2021,0,True
Mexico,"Mobile, platforms & Internet services",2020,1,True
Portugal,"Mobile, platforms & Internet services",2020,4,True
United Arab Emirates,"Mobile, platforms & Internet services",2026,1,False
Iceland,"Mobile, platforms & Internet services",2017,0,True
Philippines,"Mobile, platforms & Internet services",2016,1,True
Italy,"Mobile, platforms & Internet services",2020,92,True
Thailand,"Mobile, platforms & Internet services",2020,1,True
Turkey,"Mobile, platforms & Internet services",2022,20,True
Sri Lanka,"Mobile, platforms & Internet services",2024,1,True
Nigeria,"Mobile, platforms & Internet services",2018,5,True
Austria,"Mobile, platforms & Internet services",2019,3,True
Russia,"Mobile, platforms & Internet services",2018,4,True
Croatia,"Mobile, platforms & Internet services",2021,1,True
Croatia,"Mobile, platforms & Internet services",2025,1,True
Germany,NLP,2021,77,True
Turkey,NLP,2021,0,True
Mongolia,NLP,2021,0,True
Iceland,NLP,2023,0,True
Spain,NLP,2016,8,True
Netherlands,NLP,2024,3,True
India,NLP,2021,56,True
Portugal,NLP,2022,0,True
United States,NLP,2023,13238,True
Estonia,Navigation and mapping,2020,0,True
Finland,Navigation and mapping,2025,1,True
Indonesia,Other,2022,4,True
Chile,Other,2024,5,True
Bulgaria,Other,2024,0,True
Latvia,Other,2024,2,True
Côte d'Ivoire,Privacy and Security,2024,0,True
Canada,Privacy and Security,2024,139,True
Spain,Privacy and Security,2021,103,True
Czechia,Privacy and Security,2020,18,True
Czechia,Privacy and Security,2023,11,True
Hungary,Privacy and Security,2021,0,True
India,Privacy and Security,2017,3,True
India,Privacy and Security,2024,22,True
United Kingdom,Privacy and Security,2026,5,False
Denmark,Professional services,2023,95,True
Canada,Professional services,2025,1082,True
Hungary,Professional services,2020,1,True
South Korea,Professional services,2026,3,False
Bulgaria,Professional services,2021,0,True
France,Professional services,2024,865,True
Germany,Professional services,2023,779,True
Bangladesh,Professional services,2025,0,True
Turkey,Professional services,2024,3,True
Finland,Professional services,2017,0,True
Peru,Professional services,2023,0,True
Norway,Professional services,2025,54,True
Ireland,Real estate,2025,0,True
Estonia,Real estate,2020,4,True
China (mainland),Real estate,2024,31,True
Hungary,Real estate,2021,0,True
Ukraine,Robotics,2020,0,True
Singapore,Robotics,2022,49,True
India,Robotics,2019,7,True
Canada,Robotics,2023,38,True
Norway,Robotics,2019,3,True
Spain,Robotics,2016,22,True
Peru,Robotics,2022,0,True
Ireland,Robotics,2023,3,True
Nigeria,"Sales, retail, commerce, marketing",2020,1,True
Cambodia,"Sales, retail, commerce, marketing",2018,0,True
Estonia,"Sales, retail, commerce, marketing",2018,0,True
United States,"Sales, retail, commerce, marketing",2024,8227,True
Tanzania,"Sales, retail, commerce, marketing",2023,0,True
Bangladesh,"Sales, retail, commerce, marketing",2020,0,True
Brazil,"Sales, retail, commerce, marketing",2020,72,True
Brazil,"Sales, retail, commerce, marketing",2021,73,True
Denmark,"Sales, retail, commerce, marketing",2017,0,True
Israel,"Sales, retail, commerce, marketing",2017,29,True
Slovakia,Semiconductor,2018,1,True
Germany,Simulation,2022,2,True
Botswana,Software,2021,0,True
Bangladesh,Software,2021,2,True
Ireland,Software,2026,56,False
Luxembourg,Software,2020,13,True
Lithuania,Software,2021,7,True
Canada,Software,2019,1003,True
Japan,Software,2017,667,True
United Arab Emirates,Software,2023,285,True
Denmark,Software,2022,269,True
Australia,Software,2018,70,True
Australia,Software,2024,1544,True
Iceland,Software,2023,8,True
Malaysia,Software,2016,5,True
Mexico,Software,2017,19,True
Qatar,Software,2019,0,True
New Zealand,Software,2023,23,True
Bolivia,Software,2026,0,False
United States,Software,2016,13696,True
Malta,Software,2021,4,True
United Kingdom,Software,2021,4068,True
Hungary,Software,2020,6,True
Philippines,Software,2023,8,True
Portugal,Software,2017,161,True
Switzerland,Software,2017,690,True
Switzerland,Software,2025,2446,True
Zimbabwe,Software,2025,0,True
Denmark,Speech Recognition,2021,10,True
Russia,Speech Recognition,2018,1,True
Estonia,Speech Recognition,2018,0,True
United Kingdom,Speech Recognition,2025,1,True
United States,Speech Recognition,2022,315,True
China (mainland),Sports,2016,10,True
South Korea,Sports,2024,6,True
Japan,Sports,2017,3,True
India,Sports,2025,0,True
Sri Lanka,Sports,2024,1,True
India,Telecommunications,2016,19,True
Singapore,Telecommunications,2021,21,True
Germany,Telecommunications,2017,2,True
Japan,Telecommunications,2018,6,True
Finland,Transportation,2018,1,True
Switzerland,Transportation,2025,252,True
Estonia,Transportation,2022,11,True
Turkey,Transportation,2024,0,True
Mexico,Transportation,2016,2,True
China (mainland),Transportation,2021,1553,True
India,Transportation,2017,7,True
India,Transportation,2018,14,True
Israel,Transportation,2018,69,True
Poland,Transportation,2021,21,True
Poland,Transportation,2023,4,True
Iceland,Transportation,2024,0,True
Spain,Agriculture,2016,2,True
Argentina,Agriculture,2024,0,True
Uganda,Agriculture,2019,0,True
Australia,Agriculture,2018,2,True
Brazil,Agriculture,2023,6,True
Japan,Agriculture,2020,2,True
China (mainland),Agriculture,2018,12,True
United States,Agriculture,2019,320,True
Netherlands,Agriculture,2021,2,True
Egypt,Agriculture,2024,0,True
India,All,2018,2537,True
India,All,2024,1575,True
South Korea,All,2022,2415,True
South Korea,All,2026,143,False
Belarus,All,2020,2,True
Georgia,All,2022,2,True
Ghana,All,2024,33,True
Hungary,All,2016,10,True
Austria,All,2018,36,True
Taiwan,All,2017,26,True
Iceland,All,2025,7,True
Bulgaria,All,2024,11,True
Latvia,All,2022,1,True
Czechia,All,2017,49,True
Peru,All,2021,2,True
Colombia,All,2017,3,True
Indonesia,All,2021,168,True
Australia,All,2018,293,True
Australia,All,2024,2683,True
Romania,All,2025,63,True
France,All,2022,3909,True
Saudi Arabia,Biotechnology,2019,2,True
Japan,Biotechnology,2021,4,True
Brazil,Biotechnology,2022,1,True
Israel,Biotechnology,2026,600,False
Denmark,Biotechnology,2022,10,True
Turkey,Biotechnology,2025,2,True
New Zealand,Community and Lifestyle,2020,4,True
Australia,Community and Lifestyle,2022,11,True
Spain,Community and Lifestyle,2023,26,True
Netherlands,Computer Vision,2019,2,True
Hungary,Consumer goods,2025,0,True
France,Consumer goods,2016,4,True
Senegal,Consumer goods,2024,5,True
Japan,Consumer goods,2017,20,True
Japan,Consumer goods,2019,23,True
Mexico,Consumer goods,2020,0,True
Switzerland,Cyber Security,2018,3,True
United States,Cyber Security,2025,5409,True
United Kingdom,Cyber Security,2024,144,True
Mexico,Cyber Security,2023,20,True
Cyprus,Data and analytics,2021,24,True
Latvia,Data and analytics,2017,0,True
Philippines,Data and analytics,2018,3,True
Philippines,Data and analytics,2024,53,True
Lithuania,Data and analytics,2021,6,True
Bahrain,Data and analytics,2022,0,True
Israel,Data and analytics,2020,1409,True
Ukraine,Data and analytics,2020,4,True
Portugal,Data and analytics,2024,29,True
Austria,Data and analytics,2023,141,True
Austria,Data and analytics,2024,758,True
Iceland,Data and analytics,2021,3,True
Slovenia,Data and analytics,2021,0,True
Kenya,Data and analytics,2017,1,True
Taiwan,Data and analytics,2024,119,True
Iran,Data and analytics,2022,0,True
Russia,Data and analytics,2018,35,True
Netherlands,Data and analytics,2023,830,True
Germany,Education,2023,40,True
Ghana,Education,2022,0,True
United States,Education,2017,440,True
Australia,Energy and natural resources,2023,75,True
Canada,Energy and natural resources,2021,123,True
China (mainland),Energy and natural resources,2023,130,True
Denmark,Energy and natural resources,2023,10,True
Estonia,Energy and natural resources,2023,3,True
Taiwan,Facial Recognition,2018,1,True
United States,Facial Recognition,2016,85,True
Spain,Facial Recognition,2022,0,True
United States,Finance,2016,1185,True
United States,Finance,2022,12932,True
China (mainland),Finance,2026,29,False
Germany,Finance,2024,232,True
France,Finance,2018,13,True
Malaysia,Finance,2024,0,True
Brazil,Finance,2023,678,True
South Korea,Finance,2016,2,True
Lebanon,Finance,2019,0,True
Switzerland,Finance,2016,0,True
Brazil,Gaming,2023,0,True
Iceland,General purpose,2022,6,True
Chile,General purpose,2020,16,True
Argentina,General purpose,2016,1,True
Pakistan,General purpose,2017,0,True
Colombia,General purpose,2025,45,True
Spain,General purpose,2024,506,True
Sweden,General purpose,2021,13616,True
Kazakhstan,General purpose,2023,1,True
Denmark,General purpose,2025,234,True
