country,field,year,disclosed_investment,complete
Canada,Real estate,2018,8,True
Croatia,Real estate,2024,0,True
France,Real estate,2026,0,False
Vietnam,Real estate,2023,0,True
Sweden,Robotics,2019,7,True
Austria,Robotics,2024,0,True
Israel,Robotics,2022,24,True
Japan,Robotics,2016,8,True
New Zealand,"Sales, retail, commerce, marketing",2022,0,True
Colombia,"Sales, retail, commerce, marketing",2018,0,True
Lithuania,"Sales, retail, commerce, marketing",2024,2,True
Italy,"Sales, retail, commerce, marketing",2019,1,True
Romania,"Sales, retail, commerce, marketing",2018,0,True
China (mainland),"Sales, retail, commerce, marketing",2021,232,True
Cyprus,"Sales, retail, commerce, marketing",2020,1,True
South Korea,Semiconductor,2025,44,True
Japan,Semiconductor,2018,1,True
Brazil,Software,2018,18,True
Taiwan,Software,2024,85,True
Belgium,Software,2018,17,True
Saudi Arabia,Software,2016,1001,True
Portugal,Software,2023,13,True
Serbia,Software,2019,0,True
United States,Software,2016,6009,True
Kazakhstan,Software,2023,3,True
Poland,Software,2024,17,True
Denmark,Software,2021,47,True
Czechia,Software,2022,86,True
Ukraine,Software,2021,0,True
Turkey,Software,2024,81,True
Turkey,Software,2026,0,False
New Zealand,Software,2017,1,True
New Zealand,Software,2024,19,True
Mexico,Software,2017,3,True
Mexico,Software,2021,25,True
Lebanon,Software,2025,0,True
Uruguay,Software,2025,3,True
Spain,Software,2020,50,True
Finland,Software,2017,21,True
Finland,Software,2025,106,True
Canada,Speech Recognition,2023,8,True
Denmark,Speech Recognition,2021,10,True
Australia,Sports,2025,0,True
Singapore,Sports,2017,6,True
Belgium,Sports,2021,0,True
Israel,Sports,2017,44,True
United States,Sports,2018,104,True
Norway,Sports,2024,1,True
Switzerland,Telecommunications,2021,2,True
France,Telecommunications,2017,42,True
China (mainland),Telecommunications,2016,11,True
Canada,Telecommunications,2017,1,True
Czechia,Telecommunications,2020,2,True
Singapore,Transportation,2021,22,True
Ireland,Transportation,2021,354,True
Venezuela,Transportation,2019,1,True
South Korea,Transportation,2017,1,True
Turkey,Transportation,2020,0,True
Luxembourg,Transportation,2018,1,True
Israel,Transportation,2019,45,True
Finland,Transportation,2022,579,True
Bangladesh,Transportation,2019,0,True
Sweden,Agriculture,2020,1,True
Australia,Agriculture,2023,15,True
Norway,Agriculture,2020,13,True
Switzerland,Agriculture,2019,8,True
Japan,Agriculture,2024,1,True
Italy,Agriculture,2022,0,True
Denmark,Agriculture,2025,9,True
Slovakia,All,2022,4,True
Sri Lanka,All,2021,0,True
Australia,All,2016,59,True
Czechia,All,2016,2,True
Russia,All,2020,28,True
Taiwan,All,2017,23,True
Uganda,All,2022,0,True
Philippines,All,2024,37,True
Germany,All,2024,2391,True
United Kingdom,All,2025,8999,True
Iceland,All,2018,6,True
Tunisia,All,2019,0,True
Malta,All,2020,2,True
Spain,All,2020,133,True
Spain,All,2023,340,True
Thailand,All,2018,1,True
Thailand,All,2019,14,True
Mexico,All,2018,0,True
Denmark,Biotechnology,2019,0,True
Italy,Biotechnology,2016,4,True
Switzerland,Biotechnology,2021,19,True
Poland,Biotechnology,2024,1,True
India,Biotechnology,2020,0,True
Japan,Biotechnology,2016,3,True
Spain,Biotechnology,2016,1,True
Australia,Biotechnology,2021,18,True
Brazil,Biotechnology,2019,0,True
China (mainland),Community and Lifestyle,2020,486,True
Spain,Community and Lifestyle,2017,0,True
Cyprus,Community and Lifestyle,2025,18,True
Saudi Arabia,Community and Lifestyle,2022,1025,True
Egypt,Community and Lifestyle,2023,1,True
Austria,Computer Vision,2024,0,True
Indonesia,Computer Vision,2021,0,True
France,Computer Vision,2024,259,True
Slovenia,Computer Vision,2022,3,True
Italy,Computer Vision,2018,1,True
Malaysia,Consumer goods,2017,0,True
Turkey,Consumer goods,2024,0,True
Taiwan,Consumer goods,2024,4,True
Italy,Consumer goods,2025,0,True
Israel,Cyber Security,2019,28,True
Romania,Cyber Security,2020,1,True
Spain,Cyber Security,2017,0,True
Estonia,Cyber Security,2018,1,True
Singapore,Cyber Security,2019,3,True
United States,Cyber Security,2024,3743,True
Italy,Cyber Security,2021,2,True
Poland,Data and analytics,2019,13,True
Poland,Data and analytics,2026,17,False
Lebanon,Data and analytics,2018,0,True
Belarus,Data and analytics,2017,1,True
United Arab Emirates,Data and analytics,2018,8,True
Chile,Data and analytics,2020,10,True
Slovenia,Data and analytics,2025,2,True
Lithuania,Data and analytics,2025,10,True
Portugal,Data and analytics,2016,3,True
Germany,Data and analytics,2018,137,True
China (mainland),Data and analytics,2019,1877,True
Kenya,Data and analytics,2023,7,True
Hungary,Data and analytics,2020,5,True
Jordan,Data and analytics,2026,0,False
Kazakhstan,Data and analytics,2019,0,True
Vietnam,Data and analytics,2020,1,True
Turkey,Education,2023,0,True
Taiwan,Education,2019,1,True
India,Education,2021,62,True
Netherlands,Education,2020,1,True
China (mainland),Education,2016,82,True
Vietnam,Education,2022,0,True
United Kingdom,Education,2021,53,True
United Arab Emirates,Education,2021,1,True
Portugal,Energy and natural resources,2021,0,True
France,Energy and natural resources,2019,1,True
India,Energy and natural resources,2019,3,True
Switzerland,Energy and natural resources,2017,0,True
Ireland,Energy and natural resources,2022,0,True
Saudi Arabia,Energy and natural resources,2018,0,True
China (mainland),Facial Recognition,2020,1,True
Israel,Finance,2016,10,True
Lithuania,Finance,2021,0,True
France,Finance,2022,30,True
France,Finance,2023,33,True
Poland,Finance,2018,3,True
United States,Finance,2017,316,True
Uzbekistan,Finance,2025,0,True
Finland,Finance,2025,8,True
Czechia,Finance,2021,10,True
Italy,Finance,2020,1,True
Italy,Finance,2026,0,False
Germany,Finance,2023,36,True
Netherlands,Finance,2022,128,True
Netherlands,Finance,2025,5,True
Canada,Finance,2022,32,True
China (mainland),Finance,2025,18,True
Australia,Gaming,2019,1,True
Turkey,Gaming,2025,3,True
Austria,General purpose,2021,101,True
Saudi Arabia,General purpose,2021,1899,True
Saudi Arabia,General purpose,2023,1194,True
Greece,General purpose,2019,1,True
Slovenia,General purpose,2025,2,True
United States,General purpose,2016,4659,True
Nigeria,General purpose,2020,1,True
Iceland,General purpose,2024,2,True
Mauritius,General purpose,2025,0,True
France,General purpose,2022,270,True
Latvia,General purpose,2023,0,True
Azerbaijan,General purpose,2025,0,True
Dominican Republic,General purpose,2022,0,True
Denmark,Hardware,2024,3,True
Denmark,Hardware,2025,1,True
Estonia,Hardware,2019,2,True
Estonia,Hardware,2020,4,True
Latvia,Hardware,2020,3,True
Norway,Hardware,2024,108,True
Germany,Hardware,2016,5,True
Sweden,Hardware,2025,23,True
United Kingdom,Hardware,2021,111,True
Argentina,Hardware,2020,0,True
Colombia,Hardware,2024,1,True
Canada,Hardware,2023,52,True
Czechia,Healthcare and Life Sciences,2021,2,True
Czechia,Healthcare and Life Sciences,2025,0,True
Hungary,Healthcare and Life Sciences,2018,0,True
South Korea,Healthcare and Life Sciences,2016,1,True
Taiwan,Healthcare and Life Sciences,2021,22,True
Poland,Information Technology,2017,5,True
Chile,Information Technology,2019,0,True
Brazil,Information Technology,2026,0,False
Israel,Information Technology,2022,715,True
Lithuania,Information Technology,2022,0,True
Mongolia,Information Technology,2022,0,True
Belgium,Information Technology,2026,7,False
Czechia,Information Technology,2023,9,True
Finland,Information Technology,2022,38,True
Australia,Information Technology,2016,14,True
Portugal,Information Technology,2021,55,True
Portugal,Information Technology,2022,5,True
United Kingdom,Lending and Investments,2017,76,True
Jamaica,Lending and Investments,2018,0,True
India,Lending and Investments,2019,4,True
United States,Manufacturing,2017,468,True
United States,Manufacturing,2018,3200,True
United States,Manufacturing,2025,1699,True
Finland,Manufacturing,2025,326,True
Sweden,Media and Entertainment,2016,3,True
New Zealand,Media and Entertainment,2023,0,True
Hungary,Media and Entertainment,2018,1,True
Hungary,Media and Entertainment,2021,1,True
United States,Media and Entertainment,2025,2468,True
Albania,Media and Entertainment,2024,5,True
Nigeria,Media and Entertainment,2024,0,True
India,"Military, public safety and government",2016,0,True
United Kingdom,"Military, public safety and government",2026,1,False
Italy,"Mobile, platforms & Internet services",2023,8,True
Israel,"Mobile, platforms & Internet services",2021,90,True
Saudi Arabia,"Mobile, platforms & Internet services",2024,52,True
Brazil,"Mobile, platforms & Internet services",2023,11,True
Poland,"Mobile, platforms & Internet services",2021,2,True
Bulgaria,"Mobile, platforms & Internet services",2024,3,True
Egypt,"Mobile, platforms & Internet services",2020,1,True
Ireland,"Mobile, platforms & Internet services",2024,1,True
South Korea,"Mobile, platforms & Internet services",2020,20,True
Chile,NLP,2023,0,True
Tunisia,NLP,2023,0,True
Finland,Navigation and mapping,2017,2,True
Finland,Navigation and mapping,2025,1,True
Australia,Navigation and mapping,2024,7,True
Bosnia and Herzegovina,Other,2023,0,True
Mexico,Other,2023,1,True
China (mainland),Other,2022,91,True
Malta,Other,2018,0,True
France,Other,2018,23,True
France,Other,2024,39,True
Norway,Other,2023,0,True
Romania,Other,2020,1,True
Singapore,Other,2019,4,True
Turkey,Other,2019,0,True
Switzerland,Other,2021,8,True
Bulgaria,Other,2017,1,True
Brazil,Privacy and Security,2022,53,True
Ireland,Privacy and Security,2020,0,True
Chile,Privacy and Security,2022,0,True
Netherlands,Privacy and Security,2019,89,True
United States,Privacy and Security,2017,588,True
France,Privacy and Security,2022,45,True
Switzerland,Privacy and Security,2019,150,True
Sweden,Professional services,2017,0,True
Slovakia,Professional services,2023,1,True
United States,Professional services,2021,5463,True
France,Professional services,2022,20,True
Australia,Professional services,2022,10,True
Poland,Professional services,2017,4,True
Japan,Professional services,2021,63,True
Indonesia,Professional services,2021,0,True
South Africa,Professional services,2024,3,True
South Africa,Professional services,2025,1,True
Argentina,Professional services,2022,1,True
Portugal,Real estate,2019,2,True
Spain,Real estate,2022,3,True
China (mainland),Real estate,2026,3,False
Saudi Arabia,Real estate,2019,1,True
Finland,Real estate,2021,1,True
New Zealand,Real estate,2023,0,True
Australia,Robotics,2017,2,True
Poland,Robotics,2025,21,True
Japan,Robotics,2024,39,True
New Zealand,"Sales, retail, commerce, marketing",2017,0,True
Finland,"Sales, retail, commerce, marketing",2020,6,True
South Korea,"Sales, retail, commerce, marketing",2019,3,True
Saudi Arabia,"Sales, retail, commerce, marketing",2025,736,True
India,"Sales, retail, commerce, marketing",2026,0,False
United States,"Sales, retail, commerce, marketing",2025,1530,True
Latvia,"Sales, retail, commerce, marketing",2025,0,True
Spain,"Sales, retail, commerce, marketing",2019,31,True
Italy,"Sales, retail, commerce, marketing",2020,10,True
Norway,"Sales, retail, commerce, marketing",2025,2,True
Cyprus,"Sales, retail, commerce, marketing",2018,1,True
Japan,"Sales, retail, commerce, marketing",2018,47,True
Germany,"Sales, retail, commerce, marketing",2016,1,True
Germany,"Sales, retail, commerce, marketing",2022,77,True
United Kingdom,Semiconductor,2019,24,True
Italy,Semiconductor,2024,1,True
Slovenia,Software,2016,0,True
Côte d'Ivoire,Software,2024,0,True
Croatia,Software,2024,56,True
Hungary,Software,2018,7,True
Portugal,Software,2025,22,True
United States,Software,2023,33326,True
Luxembourg,Software,2023,1,True
Sweden,Software,2018,59,True
Ukraine,Software,2017,0,True
Turkey,Software,2020,3,True
Colombia,Software,2016,1,True
Iceland,Software,2018,4,True
Thailand,Software,2024,42,True
Austria,Software,2025,40,True
United Arab Emirates,Software,2017,7,True
Malta,Software,2020,1,True
Estonia,Software,2022,37,True
Norway,Software,2019,33,True
Spain,Software,2016,27,True
Canada,Speech Recognition,2017,21,True
United States,Speech Recognition,2023,22,True
Switzerland,Sports,2020,0,True
Cyprus,Sports,2025,18,True
Spain,Sports,2020,0,True
Canada,Sports,2023,0,True
Japan,Transportation,2020,173,True
Germany,Transportation,2019,18,True
Saudi Arabia,Transportation,2020,9,True
Colombia,Transportation,2022,1,True
Sweden,Transportation,2019,7,True
Sweden,Transportation,2020,8,True
Qatar,Transportation,2021,4,True
Italy,Transportation,2019,1,True
Netherlands,Agriculture,2016,0,True
Israel,Agriculture,2022,10,True
South Korea,Agriculture,2021,1,True
Denmark,Agriculture,2023,7,True
Germany,Agriculture,2024,3,True
United States,All,2024,122144,True
Malaysia,All,2018,23,True
Malaysia,All,2025,121,True
Italy,All,2022,50,True
Italy,All,2026,25,False
Colombia,All,2017,3,True
Mongolia,All,2019,0,True
United Arab Emirates,All,2017,12,True
Portugal,All,2023,51,True
Ghana,All,2023,0,True
Denmark,All,2025,158,True
Israel,All,2017,474,True
Kenya,All,2024,18,True
Luxembourg,All,2020,13,True
Argentina,All,2021,16,True
Estonia,All,2019,5,True
Switzerland,All,2019,291,True
Germany,Biotechnology,2019,2,True
Turkey,Biotechnology,2025,2,True
Switzerland,Biotechnology,2023,2,True
Poland,Biotechnology,2025,6,True
Brazil,Biotechnology,2018,2,True
Argentina,Biotechnology,2020,2,True
United States,Biotechnology,2023,1072,True
United Kingdom,Community and Lifestyle,2020,33,True
United Kingdom,Community and Lifestyle,2023,82,True
India,Community and Lifestyle,2023,10,True
Malta,Community and Lifestyle,2020,1,True
Hungary,Community and Lifestyle,2021,0,True
Tunisia,Community and Lifestyle,2023,0,True
Portugal,Community and Lifestyle,2020,0,True
Malaysia,Community and Lifestyle,2023,0,True
Israel,Computer Vision,2016,15,True
Denmark,Computer Vision,2023,2,True
France,Computer Vision,2025,36,True
United Kingdom,Computer Vision,2016,211,True
Sweden,Consumer goods,2022,4,True
Poland,Consumer goods,2024,0,True
Austria,Consumer goods,2016,1,True
Luxembourg,Consumer goods,2017,4,True
Lithuania,Consumer goods,2019,0,True
Lithuania,Consumer goods,2024,0,True
Switzerland,Consumer goods,2023,44,True
India,Consumer goods,2019,6,True
United Kingdom,Consumer goods,2020,369,True
Taiwan,Cyber Security,2019,3,True
Singapore,Cyber Security,2017,5,True
China (mainland),Cyber Security,2018,16,True
France,Cyber Security,2016,1,True
Italy,Data and analytics,2016,7,True
Zimbabwe,Data and analytics,2019,0,True
Malaysia,Data and analytics,2022,6,True
Czechia,Data and analytics,2019,14,True
Czechia,Data and analytics,2021,31,True
Panama,Data and analytics,2025,15,True
Ghana,Data and analytics,2023,0,True
United Kingdom,Data and analytics,2025,4150,True
Ireland,Data and analytics,2021,462,True
